Unique_ID,Abstract,Ancillary_Data,Bibliographic_Type,ContentType,Contract_Grant_Number,Credit,Date_Resource_Created,Description,Descriptors_Topical,Descriptors_Geographic,Evaluated_AID_Contract_Num,File,File_Size,Inst_Author,Inst_Publisher,Inst_Sponsor,Language,Mime_Type,New_Thesaurus_Terms,Notes,Personal_Author,Primary_Subject,Publication_Date_Freeform,Related_Doc_Links,Report_Number,Series_Title,Title,Title_Translated,URI,USAID_Geography,USAID_Project_Number,Digital_Object_Identifier,Date_Form,year_x,country_code,country_year,Business & Investment Environment,Child Health,Civil Society & Media Effectiveness,Economic Gender Gap,Education Quality,Environmental Policy,Export Sophistication,GDP Per Capita (PPP),Government Effectiveness,Information & Communication Technology (ICT) Adoption,Liberal Democracy,Open Government,Poverty Rate ($5/Day),Safety & Security,Social Group Equality,Tax System Effectiveness,Trade Freedom,iso,year_y,comm_missing,comm_score,cap_missing,cap_score,0_near,1_near,2_near,3_near,4_near
PD-ACX-758,,'Experience from a partnership with local organizations and individuals working cooperatively to strengthen the HIV/AIDS response in the community' ~|~_©_~|~ Evaluated project title: Local partners capacity building (LPCB),Final Evaluation Report,Documents,AID-611-TO-13-00004 ~|~_©_~|~ RAN-I-00-09-00019-00 ~|~_©_~|~ AID-RAN-I-00-09-00019,,8/1/2013 0:00,,HIV/AIDS ~|~_©_~|~ Accountability ~|~_©_~|~ Communities ~|~_©_~|~ Disease prevention and control ~|~_©_~|~ Governance ~|~_©_~|~ Learning readiness ~|~_©_~|~ Organizations ~|~_©_~|~ Rural areas,Zambia,611-A-00-08-00005-00,http://pdf.usaid.gov/pdf_docs/PDACX758.pdf,1683 KB,"011933 - Social Impact, Inc.",,"008627 - USAID. Mission to Zambia ~|~_©_~|~ 013413 - USAID. Bur. for Policy, Planning and Learning. Ofc. of Learning, Evaluation and Research",English,application/pdf,,,"Alikhan, Sabreen ~|~_©_~|~ Hassan, Maryam ~|~_©_~|~ et al.",HIV / AIDS,Aug-13,,,,Strengthening local capacity to combat HIV/AIDS in Zambia : end of project performance evaluation,,https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTc3NzI3,Zambia,,,2013-08-01,2013,ZMB,ZMB_2013,0.461037308284215,0.399240433167866,0.77324973876698,0.624138949922821,,0.222222222222222,0.469175097571142,0.296738601998935,0.4213998529445229,,0.46083995459704896,,,0.6024167867344611,0.6932435930623871,0.19444444444444395,,ZMB,2013,2.0,0.49229640561773885,3.0,0.4509521365183358,TZA_2015,TJK_2014,KEN_2017,KEN_2016,TZA_2013
PD-ACX-762,"The Improving Livelihoods and Governance through Natural Resource Management Project (&ldquo;project&rdquo;) is implemented by the Wildlife Conservation Society (WCS) and funded by the United States Agency for International Development (USAID) under cooperative agreement no. 306-A-00-10-00516-00. &nbsp;The project started in April 2010 and ran through December 2013. &nbsp;The project goals are: (1) to build Afghanistan's capacity to conserve and sustainably manage its natural resources; (2) to improve the livelihoods of the rural poor in and near targeted protected areas; and (3) to strengthen subnational governance related to natural resources management, as well as linkages between communities, provincial and national government institutions. &nbsp;The project works in Band-e-Amir National Park and the Northern Plateau in Bamyan Province, and in the Wakhan Corridor and Little and Big Pamirs (hereafter referred to collectively as ""the Wakhan"") in Badakhshan Province. &nbsp;These areas are significant in terms of biodiversity conservation and watershed protection. &nbsp;The project also includes a national capacity building component. &nbsp;The project supports and reports results under USAID/Afghanistan's Assistance Objective AO 5: A Sustainable, Thriving Agricultural Economy, specifically Program Element 5.2: Improved Natural Resource Management as a Result of USG Assistance. &nbsp;This performance evaluation: (1) examines whether the project is on track to achieve its intended goals and results (outputs and outcomes) in a sustainable manner; (2) assesses the validity of the program design and logic; (3) identifies project strengths, weaknesses, successes, lessons learned, and opportunities for improvement; and (4) recommends options for USAID and Afghan Government support for natural resource management, protected areas management, and rural livelihoods, including the potential role of the pending Afghanistan Parks and Wildlife Authority (APWA). &nbsp;Evaluation findings are based on evidence of progress from implementing partner quarterly reports and evidence of performance from the evaluation team's field visits and interviews, specifically: progress against performance indicators (baselines, targets and results) and the annual project work plan (activities and outputs), the implementing partner's perspectives on implementation challenges and progress, key stakeholder interviews, and observations on the quality of technical assistance. &nbsp;The most significant findings and conclusions are: (1) governance achievements are substantial; (2) the project design is robust; (3) significant differences in challenges and opportunities exist between Bamyan and the Wakhan; (4) balancing human, livestock, and habitat conservation trade-offs is critical to sustaining community buy-in; (5) work Plan flexibility allows the project to respond readily to emerging technical assistance priorities; (6) the project consistently demonstrates characteristics of quality technical assistance; (7) stakeholder critiques of project performance are few; (8) the project is often associated with snow leopard conservation in people's minds; (9) the project is largely on track with respect to work plan activities and indicator targets; and (10) opportunities exist for improvement. &nbsp;Twenty-four recommendations are also included. &nbsp;(Excerpt, modified)",Evaluated project title: Improving livelihoods and governance through natural resources management (ILGNRM) ~|~_©_~|~ Project title: Services under program and project offices for results tracking II (SUPPORT II),Final Evaluation Report,Documents,AID-306-C-12-00012,,8/1/2013 0:00,,Agricultural production ~|~_©_~|~ Communities ~|~_©_~|~ Governance ~|~_©_~|~ Households ~|~_©_~|~ Learning readiness ~|~_©_~|~ Livelihood ~|~_©_~|~ Livestock ~|~_©_~|~ Stoves,,306-A-00-10-00516-00,http://pdf.usaid.gov/pdf_docs/PDACX762.pdf,1486 KB,"000356 - Checchi and Co. Consulting, Inc. (CCCI)",,008504 - USAID. Mission to Afghanistan,English,application/pdf,,,"Flaming, Lorene ~|~_©_~|~ Rodriguez, Abelardo",Natural resources management,Aug-13,,,,Improving livelihoods and governance through natural resources management (ILGNRM) project : performance evaluation final report,,https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTc3NzE2,Afghanistan,,,2013-08-01,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PD-ACX-755,,Evaluated project title: Kabul City initiative (KCI) ~|~_©_~|~ Project title: Services under program and project offices for results tracking II (SUPPORT II),Final Evaluation Report,Documents,AID-306-C-12-00012,,7/1/2013 0:00,,Accountability ~|~_©_~|~ Governance ~|~_©_~|~ Learning readiness ~|~_©_~|~ Public administration ~|~_©_~|~ Public opinion ~|~_©_~|~ Revenues ~|~_©_~|~ Sanitation ~|~_©_~|~ Women,Afghanistan,EPP-I-00-04-00035-00,http://pdf.usaid.gov/pdf_docs/PDACX755.pdf,1419 KB,"000356 - Checchi and Co. Consulting, Inc. (CCCI)",,008504 - USAID. Mission to Afghanistan,English,application/pdf,,,,Governance,Jul-13,,,,Performance evaluation of the Kabul City initiative (KCI) : final report,,https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTc3NDUz,Afghanistan,,,2013-07-01,2013,AFG,AFG_2013,0.148339887240357,0.4609973228181671,0.7575757575757579,,,0.111111111111111,,0.215275129607099,0.232532406422304,,0.257661748013621,,,0.145163148224906,0.344033134869273,0.064814814814815,,AFG,2013,3.0,0.2152864703085905,4.0,0.3127264299105082,SDN_2017,ETH_2017,ETH_2016,YEM_2014,SDN_2018
PD-ACX-754,,Project title: Mitigating food security shock (MFSS),Final Evaluation Report,Documents,AID-FFP-G-12-00033,,6/1/2013 0:00,,Communities ~|~_©_~|~ Food ~|~_©_~|~ Food security ~|~_©_~|~ Gardening ~|~_©_~|~ Goat meat ~|~_©_~|~ Goats ~|~_©_~|~ Households ~|~_©_~|~ Livestock,Chad,AID-FFP-G-12-00033,http://pdf.usaid.gov/pdf_docs/PDACX754.pdf,1530 KB,007337 - Catholic Relief Services (CRS),,007648 - USAID. Ofc. of Food for Peace (FFP),English,application/pdf,,,"Stenhouse, John W.",Food security,Jun-13,,,,Mitigating food security shock in eastern Chad phase II : final evaluation report,,https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTc3MDQ3,Chad,,,2013-06-01,2013,TCD,TCD_2013,0.076693628434417,0.037646742448178006,0.539184952978056,0.652057675372013,,0.222222222222222,,0.169757586482124,0.23170678356964897,,0.11010215664018198,,,0.54956305470752,0.29484856329277803,,,TCD,2013,2.0,0.2711848491923224,5.0,,AFG_2013,PER_2019,PER_2018,PER_2017,PER_2016
PD-ACX-751,,Evaluated project title: Teacher education and professional development (TEPD) ~|~_©_~|~ Project title: Kenya support program,Final Evaluation Report,Documents,AID-623-TO-13-00008 ~|~_©_~|~ AID-623-I-12-00001,,3/1/2013 0:00,,HIV/AIDS ~|~_©_~|~ Disease prevention and control ~|~_©_~|~ Life skills ~|~_©_~|~ Mathematics ~|~_©_~|~ Professional development ~|~_©_~|~ Professionals ~|~_©_~|~ Students ~|~_©_~|~ Tutors,Kenya,623-A-00-07-00031-00 ~|~_©_~|~ AID-623-A-00-07-00031,http://pdf.usaid.gov/pdf_docs/PDACX751.pdf,2991 KB,"003970 - Management Systems International, Inc. (MSI)",,012598 - USAID. Mission to East Africa,English,application/pdf,,,"Leigh, Stuart ~|~_©_~|~ Ochieng, Edwin",Teacher education,26-Mar-13,,,,Final performance evaluation of the teacher education and professional development project in Kenya,,https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTc2OTQz,Kenya,,,2013-03-01,2013,KEN,KEN_2013,0.41980270059645397,0.46422778094027006,0.8808777429467091,0.8547115083589331,,0.33333333333333304,0.47177067939828,0.308868933643922,0.428860285741951,,0.41543700340522105,,,0.382067103323704,0.4530157908361379,0.38888888888888895,,KEN,2013,2.0,0.4952600673060158,3.0,0.47508020212624646,IND_2016,IND_2017,TJK_2014,ZMB_2013,IND_2018
PD-ACX-688,,"""Contracted Under: 615-IL615-005-008 "" ~|~_©_~|~ Evaluated project title: Wildlife conservation project (WCP) ~|~_©_~|~ Project title: Kenya support program",Final Evaluation Report,Documents,,,3/1/2013 0:00,,Accountability ~|~_©_~|~ Communities ~|~_©_~|~ Endangered species ~|~_©_~|~ Evaluation ~|~_©_~|~ Governance ~|~_©_~|~ Information technology ~|~_©_~|~ Rule of law ~|~_©_~|~ Strategic objectives,Kenya,,http://pdf.usaid.gov/pdf_docs/PDACX688.pdf,1217 KB,"003970 - Management Systems International, Inc. (MSI)",,008565 - USAID. Mission to Kenya,English,application/pdf,,,"Booth, Vernon R. ~|~_©_~|~ Marubu,  Jack",Biological diversity and ecology,8-Mar-13,,,,"Final performance evaluation of USAID/Kenya's support to the Kenya Wildlife Service (KWS) ""wildlife conservation project"" (WCP)",,https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTc2ODI2,Kenya,,,2013-03-01,2013,KEN,KEN_2013,0.41980270059645397,0.46422778094027006,0.8808777429467091,0.8547115083589331,,0.33333333333333304,0.47177067939828,0.308868933643922,0.428860285741951,,0.41543700340522105,,,0.382067103323704,0.4530157908361379,0.38888888888888895,,KEN,2013,2.0,0.4952600673060158,3.0,0.47508020212624646,IND_2016,IND_2017,TJK_2014,ZMB_2013,IND_2018
PA-00J-BXH,,,Final Evaluation Report,Documents,AID-OFDA-G-12-00057,,1/1/2013 0:00,,Communities ~|~_©_~|~ Food security ~|~_©_~|~ Health care costs ~|~_©_~|~ Households ~|~_©_~|~ Hygiene ~|~_©_~|~ Nutrition ~|~_©_~|~ Seeds ~|~_©_~|~ Women,,,http://pdf.usaid.gov/pdf_docs/PA00JBXH.pdf,104 KB,Lutheran World Relief,,000624 - USAID. Ofc. of U.S. Foreign Disaster Assistance (OFDA),English,application/pdf,,,Ortencia Arellano,,29-Jul-13,,,,FY13 Final Results Report: Resilience Plus: A Climate-Focused Response to the Food Crisis in Niger,,https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTc2ODI1,,,,2013-01-01,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PD-ACX-749,,Cover date: February 2013 ~|~_©_~|~ Evaluated project title: Support to agricultural research in Kenya ~|~_©_~|~ Project title: Kenya program support,Final Evaluation Report,Documents,AID-623-TO-13-00008 ~|~_©_~|~ AID-623-I-12-00001,,3/1/2013 0:00,,Agricultural production ~|~_©_~|~ Agricultural technology ~|~_©_~|~ Biotechnology ~|~_©_~|~ Farmers ~|~_©_~|~ Food production ~|~_©_~|~ Food security ~|~_©_~|~ Maize ~|~_©_~|~ Seeds,Kenya,615-007,http://pdf.usaid.gov/pdf_docs/PDACX749.pdf,994 KB,"003970 - Management Systems International, Inc. (MSI)",,012598 - USAID. Mission to East Africa,English,application/pdf,,,"Hageboeck, Molly ~|~_©_~|~ Mmboyi, Felix",Rural areas / rural development,1-Mar-13,,,,Evaluation of the USAID-KARI partnership for increased rural household incomes (2004-2013),,https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTc2NzEy,Kenya,,,2013-03-01,2013,KEN,KEN_2013,0.41980270059645397,0.46422778094027006,0.8808777429467091,0.8547115083589331,,0.33333333333333304,0.47177067939828,0.308868933643922,0.428860285741951,,0.41543700340522105,,,0.382067103323704,0.4530157908361379,0.38888888888888895,,KEN,2013,2.0,0.4952600673060158,3.0,0.47508020212624646,IND_2016,IND_2017,TJK_2014,ZMB_2013,IND_2018
PD-ACX-678,,"On title page : An evaluation of capacity building for communities in managing water, forest, and rangeland resources and the development of socioecological monitoring systems ~|~_©_~|~ 'Kenya Support Program' ~|~_©_~|~ Evaluated project title: Laikipia natural resource management and biodiversity conservation program",Final Evaluation Report,Documents,AID-623-TO-13-00011 ~|~_©_~|~ AID-623-I-12-00001,,7/1/2013 0:00,,Community based delivery ~|~_©_~|~ Natural resource management ~|~_©_~|~ Natural resource conservation ~|~_©_~|~ Biological diversity ~|~_©_~|~ Local capacity building ~|~_©_~|~ Water management ~|~_©_~|~ Forestry ~|~_©_~|~ Land management ~|~_©_~|~ Ecological balance ~|~_©_~|~ Social development,Kenya,AID-623-A-09-00002,http://pdf.usaid.gov/pdf_docs/PDACX678.pdf,1618 KB,"003970 - Management Systems International, Inc. (MSI)",,012598 - USAID. Mission to East Africa,English,application/pdf,,,"Musila, Fabian ~|~_©_~|~ Hendriksen, Theo",Natural resources management,1-Jul-13,,,,Final performance evaluation report for community-based natural resource management and biodiversity implemented by the Laikipia Wildlife Forum,,https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTc2NzEx,Kenya,,,2013-07-01,2013,KEN,KEN_2013,0.41980270059645397,0.46422778094027006,0.8808777429467091,0.8547115083589331,,0.33333333333333304,0.47177067939828,0.308868933643922,0.428860285741951,,0.41543700340522105,,,0.382067103323704,0.4530157908361379,0.38888888888888895,,KEN,2013,2.0,0.4952600673060158,3.0,0.47508020212624646,IND_2016,IND_2017,TJK_2014,ZMB_2013,IND_2018
PD-ACX-753,,Also known as: USAID/Zimbabwe Title II project 'promoting recovery in Zimbabwe (PRIZE)' : evaluation report ~|~_©_~|~ Header title: PRIZE performance evaluation report ~|~_©_~|~ Evaluated project title: Promoting recovery in Zimbabwe (PRIZE),Final Evaluation Report,Documents,AID-613-O-13-00016,,4/1/2013 0:00,,Food security ~|~_©_~|~ Vulnerable groups ~|~_©_~|~ Households ~|~_©_~|~ Emergency food distribution ~|~_©_~|~ Community development ~|~_©_~|~ Food production ~|~_©_~|~ Quality of life ~|~_©_~|~ Disaster recovery,Zimbabwe,AID-FFP-A-10-00018,http://pdf.usaid.gov/pdf_docs/PDACX753.pdf,1522 KB,040564 - New Dimension Consulting (NEDICO),,008628 - USAID. Mission to Zimbabwe,English,application/pdf,,,,Food security,Apr-13,,,,Performance evaluation : USAID/Zimbabwe promoting recovery in Zimbabwe (PRIZE) project : evaluation report,,https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTc2MzY3,Zimbabwe,,,2013-04-01,2013,ZWE,ZWE_2013,0.141937769573346,0.506791209822018,0.507836990595611,0.7194237541922021,,0.222222222222222,0.370524042287143,0.267462271969625,0.25526648986438,,0.20771850170261102,,,0.550070576500834,0.37535594097851394,0.472222222222222,,ZWE,2013,2.0,0.33333163773377894,3.0,0.4185962576088333,HTI_2018,MRT_2013,AGO_2016,KHM_2013,MRT_2017
PD-ACX-676,,"'This document was submitted .... under USAID Contract No. RAN-I-00-09-00019, Task Order AID-486-TO-12-00002.' ~|~_©_~|~ Footer title: KRBS project end-of-project evaluation ~|~_©_~|~ Evaluated project title: Kon Ray Boarding School and central highlands education (KRBS)",Final Evaluation Report,Documents,AID-486-TO-12-00002 ~|~_©_~|~ AID-RAN-I-00-09-00019 ~|~_©_~|~ RAN-I-00-09-00019-00,,1/1/2013 0:00,,Access to education ~|~_©_~|~ Communes ~|~_©_~|~ Disabilities ~|~_©_~|~ Enrollment ~|~_©_~|~ Health care costs ~|~_©_~|~ Life skills ~|~_©_~|~ Students ~|~_©_~|~ Teacher training,Vietnam,486-A-00-05-00009-00 ~|~_©_~|~ AID-486-A-00-05-00009,http://pdf.usaid.gov/pdf_docs/PDACX676.pdf,811 KB,"011933 - Social Impact, Inc.",,"011460 - USAID. Regional Development Mission - Asia (RDMA) ~|~_©_~|~ 013413 - USAID. Bur. for Policy, Planning and Learning. Ofc. of Learning, Evaluation and Research",English,application/pdf,,,"Watson, Julian ~|~_©_~|~ Holzaepfel, Erica",Education (General),Jan-13,,,,Kon Ray Boarding School and central highlands education project : end-of-project evaluation,,https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTc2MzUz,Vietnam,,,2013-01-01,2013,VNM,VNM_2013,0.328962129537234,0.8483451097206691,0.347962382445141,0.737480641298645,,0.555555555555556,0.527244136258573,0.404328167623315,0.46941501271724106,,0.160045402951192,,,0.596021954154607,0.754853740616101,0.37962962962963,,VNM,2013,2.0,0.5073794939917455,3.0,0.5104209132213109,IND_2014,AZE_2014,AZE_2015,IND_2018,AZE_2013
PD-ACX-090,,Project title: AIDS population and health integrated assistance II (APHIA II ) [Coast] ~|~_©_~|~ Project title: AIDS population and health integrated assistance II (APHIA II ) [Rift Valley],Final Evaluation Report,Documents,623-A-00-06-00021-00 ~|~_©_~|~ 623-A-00-06-00022-00,,10/1/2010 0:00,,HIV/AIDS ~|~_©_~|~ Cultural development ~|~_©_~|~ Demographic surveys ~|~_©_~|~ Management ~|~_©_~|~ Mass media,Kenya,,http://pdf.usaid.gov/pdf_docs/PDACX090.pdf,4528 KB,040459 - National Organization of Peer Educators (NOPE) ~|~_©_~|~ 009154 - Family Health International (FHI),,012598 - USAID. Mission to East Africa,English,application/pdf,,,,HIV / AIDS,Oct-10,,,,"End of project evaluation on comprehensive workplace programs (CWPP) report : APHIA II Coast and Rift Valley, 2010",,https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTc1OTY4,Kenya,,,2010-10-01,2010,KEN,KEN_2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PD-ACX-671,,Task order title: Teacher motivation and training (TMT) ~|~_©_~|~ Project title: Assistance to basic education/basic education (ABE/BE),Final Evaluation Report,Documents,EDH-I-84-05-00031-00 ~|~_©_~|~ EDH-I-00-05-00031-00 ~|~_©_~|~ AID-EDH-I-84-05-00031 ~|~_©_~|~ AID-EDH-I-00-05-00031,,7/1/2013 0:00,,Classrooms ~|~_©_~|~ Life skills ~|~_©_~|~ Maps ~|~_©_~|~ Mathematics ~|~_©_~|~ Primary education ~|~_©_~|~ Primary schools ~|~_©_~|~ Public opinion ~|~_©_~|~ Students,Benin,EDH-I-84-05-00031-00 ~|~_©_~|~ EDH-I-00-05-00031-00 ~|~_©_~|~ AID-EDH-I-84-05-00031 ~|~_©_~|~ AID-EDH-I-00-05-00031,http://pdf.usaid.gov/pdf_docs/PDACX671.pdf,1464 KB,"008014 - Education Development Center, Inc. (EDC) International Programs",,"013859 - USAID. Bur. for Economic Growth, Education and Environment. Ofc. of Education",English,application/pdf,,,"Dabla, Amitabh",Teacher education,1-Jul-13,,,,"Teacher motivation and training (TMT) project, Benin 2009-2013 : final evaluation report",,https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTc1OTYx,Benin,,,2013-07-01,2013,BEN,BEN_2013,0.20435723547538798,0.29689353211599795,0.929989550679206,,,0.444444444444444,,0.263268976333508,0.42205126874453996,,0.6345062429057889,,,0.697625663899093,0.9446026404348951,0.287037037037037,,BEN,2013,3.0,0.556977640815129,4.0,0.48281100480156364,SEN_2018,MWI_2015,MWI_2013,SEN_2016,SEN_2017
PD-ACX-044,,Project title: Plan Nepal child survival project XXII ~|~_©_~|~ Mid-term evaluation report: PD-ACQ-540,Final Evaluation Report,Documents,GHN-A-00-07-00006-00 ~|~_©_~|~ AID-GHN-A-00-07-00006,,12/1/2011 0:00,,Child survival activities ~|~_©_~|~ Community health workers ~|~_©_~|~ Community based delivery ~|~_©_~|~ Maternal child health care ~|~_©_~|~ Infant mortality ~|~_©_~|~ Maternal mortality ~|~_©_~|~ Access to services ~|~_©_~|~ Health delivery ~|~_©_~|~ Quality of care,Nepal,GHN-A-00-07-00006-00 ~|~_©_~|~ AID-GHN-A-00-07-00006,http://pdf.usaid.gov/pdf_docs/PDACX044.pdf,3644 KB,"013207 - Plan International USA, Inc.",,010822 - USAID. Bur. for Global Health,English,application/pdf,Interim evaluation,,"Maskey, Mahesh K. ~|~_©_~|~ Das Shrestha, Bhagawan ~|~_©_~|~ et al.",Child survival,23-Dec-11,,,,"Local innovation for better outcomes for neonates (LIBON) project : PLAN Nepal child survival project XXII, Sunsari, Parsa, and Bara Districts of Nepal : final evaluation report, 30th September 2007 to 29th September 2011",,https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTc1Njgw,Nepal,,,2011-12-01,2011,NPL,NPL_2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA-00J-924,,"Evaluated project title: Kulera biodiversity ~|~_©_~|~ Evaluated project title: Mountain biodiversity increases livelihood security (MOBILISE) ~|~_©_~|~ Project title: Prosperity, livelihoods, and conserving ecosystems indefinite quantity contract (PLACE IQC)",Final Evaluation Report,Documents,AID-612-TO-13-00003 ~|~_©_~|~ AID-EPP-I-00-06-00010 ~|~_©_~|~ EPP-I-00-06-00010-00,,6/1/2013 0:00,,Biological diversity ~|~_©_~|~ Livelihood ~|~_©_~|~ Natural resource conservation ~|~_©_~|~ Ecosystems ~|~_©_~|~ Human encroachment ~|~_©_~|~ Forestry ~|~_©_~|~ Environmental degradation,Malawi,674-A-00-09-00140-00 ~|~_©_~|~ 674-A-00-10-00019-00 ~|~_©_~|~ AID-674-A-00-09-00140 ~|~_©_~|~ AID-674-A-00-10-00019,http://pdf.usaid.gov/pdf_docs/PA00J924.pdf,2282 KB,"008927 - ECODIT, Inc.",,"008504 - USAID. Mission to Afghanistan ~|~_©_~|~ 013858 - USAID. Bur. for Economic Growth, Education and Environment",English,application/pdf,,,,Biological diversity and ecology,Jun-13,,,,Malawi biodiversity projects evaluation,,https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTc1NDIx,Malawi,,,2013-06-01,2013,MWI,MWI_2013,0.316613740204579,0.42347785770755897,0.8892371995820271,0.8816579398870079,,0.222222222222222,0.376776173695578,0.051348422436559,0.42406711303365996,,0.507377979568672,,,0.699518091388334,0.820346880662697,0.36111111111111105,,MWI,2013,2.0,0.5496437525090356,3.0,0.4607908527078326,BFA_2015,LBR_2017,BEN_2018,BEN_2013,LBR_2013
